latency,cdf
14.6790,3.1048690904090574e-07
14.7010,5.844459464299402e-07
14.7090,8.766689196449104e-07
14.7100,8.94932855470846e-07
14.7140,1.0227804062523953e-06
14.7220,1.789865710941692e-06
14.7350,3.031813347105315e-06
14.7380,3.543203550231513e-06
14.7500,6.575016897336828e-06
14.7700,1.6711501280731103e-05
14.7760,2.09122065206963e-05
14.7860,3.5066756785796416e-05
14.8030,7.248956129313853e-05
14.8070,8.394104905600016e-05
14.8210,0.00014508870620123267
14.8260,0.0001760643413620195
14.8290,0.00019242882786205782
14.8330,0.00021480214924882897
14.8800,0.0010825217403390309
14.8880,0.0013924789952409844
14.9080,0.0025004971899930217
14.9120,0.0027317551454210183
14.9200,0.003481288807781591
14.9510,0.007782445694789432
14.9720,0.012951029949914261
14.9780,0.014866971609862386
14.9890,0.019514704943103183
15.0040,0.027545503637253686
15.0250,0.042069387212625875
15.0270,0.04341224309422779
15.0330,0.04747280915460058
15.0360,0.049968996055738686
15.0400,0.055070387290959893
15.0550,0.07000435101743181
15.0590,0.07597959852618073
15.0690,0.08977140876184195
15.0760,0.09824403032755766
15.0790,0.10410507344558702
15.0850,0.11551647186931073
15.0920,0.12497194887756334
15.1030,0.14784219543028654
15.1080,0.15629353951076505
15.1240,0.1909358241640309
15.1260,0.19471165546487734
15.1460,0.24026671482988304
15.1490,0.24593388626912008
15.1820,0.32765864324051464
15.1840,0.3328534362435497
15.2080,0.3882121562893936
15.2340,0.44297075993186896
15.2440,0.46728486193131147
15.2610,0.4986236024002538
15.2700,0.5129535960328978
15.2750,0.5199115528726971
15.2760,0.5216342255637351
15.2810,0.5323284174915102
15.2890,0.5438483584858474
15.2910,0.5462096479569751
15.2970,0.554359710152069
15.3020,0.5638283189301805
15.3030,0.5653746898486908
15.3130,0.5765192704339334
15.3140,0.5776244029268249
15.3220,0.5901132091888565
15.3230,0.5914893419615332
15.3540,0.6251165901173369
15.3580,0.6297919202576107
15.3700,0.6427027147569003
15.3970,0.6684033782363763
15.4160,0.6855408310284399
15.4300,0.6982643471297705
15.4530,0.7165113522871954
15.4540,0.7171863690913862
15.4590,0.7216413813737917
15.4960,0.7479868713715381
15.5210,0.7656996381421186
15.5220,0.7664675270599843
15.5510,0.7846837574855426
15.5590,0.7899920791136716
15.5600,0.7909103167512563
15.5650,0.7945442190067995
15.5700,0.797255262848994
15.5770,0.8014545982937722
15.5950,0.8135366119131526
15.6050,0.8216902721036041
15.6230,0.8345247416150773
15.6380,0.844339050170502
15.6390,0.8453594745290329
15.6490,0.8527965126694822
15.6850,0.8789277666999904
15.6880,0.8805847988056701
15.6930,0.8832944728526776
15.6990,0.8876698178470104
15.7150,0.8973076967823566
15.7180,0.8993799046772314
15.7340,0.9083919515875661
15.7360,0.9094863631501279
15.7400,0.912258609441275
15.7440,0.9146498517671573
15.7510,0.9175486671335781
15.7520,0.9179402276537504
15.7560,0.9197030992675413
15.7570,0.9202499215061698
15.7660,0.9249521178960436
15.7720,0.9270584245591054
15.7800,0.9306418452960256
15.7820,0.9316129387638906
15.7860,0.9330762635662004
15.8190,0.9437415984753704
15.8240,0.9453847682537583
15.8280,0.9462854725129501
15.8300,0.946741596046267
15.8360,0.9481167243024734
15.8380,0.9487092429085383
15.8570,0.9530384714649106
15.8650,0.9549634537730927
15.8720,0.9561240173112159
15.8760,0.956842009156405
15.8830,0.958378974147965
15.8840,0.9585726814513349
15.8880,0.9591835005210975
15.8970,0.9605767283377074
15.9150,0.9634080401973155
15.9260,0.9651880799107828
15.9380,0.9667308528339355
15.9580,0.9692744894403493
15.9620,0.9698504061287486
15.9820,0.9720917563333074
16.0010,0.9739907673247449
16.0050,0.9743711503161917
16.0070,0.974529973502134
16.0330,0.976701628527581
16.0340,0.9767705566213881
16.0350,0.9768416763874943
16.0460,0.9777380155660238
16.0800,0.9799617410725106
16.0810,0.9800282583267886
16.0820,0.9800901913331743
16.0900,0.9805104810244007
16.0930,0.9806538711845703
16.0970,0.9808669199959797
16.1000,0.9810573763187725
16.1010,0.9811191632136718
16.1380,0.9828026962902349
16.1840,0.9844906127113962
16.2000,0.9849719770040245
16.2020,0.9850373253664098
16.2030,0.9850670225260627
16.2080,0.985200568424822
16.2340,0.9858825985803699
16.2400,0.9860516678343105
16.2450,0.986183405603423
16.2470,0.986225485711566
16.2480,0.9862475668099795
16.2500,0.9862901217804539
16.2510,0.9863120567673809
16.2890,0.987144015572124
16.2910,0.9871817123356686
16.2930,0.9872171078432993
16.3140,0.987612083719471
16.3240,0.9878094803378777
16.3350,0.9879753534030489
16.3480,0.9881910870130248
16.3490,0.9882064104551828
16.3500,0.9882210216038435
16.3600,0.9883761372108132
16.3630,0.9884233677488591
16.3750,0.9885785746755078
16.3970,0.9888726788341129
16.4160,0.989102457410739
16.4260,0.9892308528795953
16.4460,0.9894489425372928
16.4500,0.9894863470778643
16.4890,0.9898563926816336
16.4910,0.9898711499417809
16.4920,0.9898797157276833
16.4960,0.9899117141432504
16.5000,0.989951511259415
16.5060,0.9900054811897807
16.5320,0.9902076812233097
16.5480,0.9903307984147123
16.5500,0.9903441128239294
16.5510,0.9903500851309445
16.5540,0.9903698467095081
16.5630,0.9904394870968124
16.5770,0.9905277201707875
16.5930,0.990629651196632
