time,iops
1.0,559317.0
2.0,564301.0
3.0,563888.0
4.0,561827.0
5.0,563886.0
6.0,563813.0
7.0,563739.0
8.0,561574.0
9.0,563694.0
10.0,562335.0
11.0,563953.0
12.0,561190.0
13.0,562798.0
14.0,564422.0
15.0,563773.0
16.0,560605.0
17.0,563250.0
18.0,563785.0
19.0,563646.0
20.0,560575.0
21.0,563059.0
22.0,563452.0
23.0,563581.0
24.0,558309.0
25.0,557583.0
26.0,556860.0
27.0,557484.0
28.0,555678.0
29.0,556675.0
30.0,557122.0
31.0,557386.0
32.0,556745.0
33.0,500401.0
34.0,563387.0
35.0,561550.0
36.0,563468.0
37.0,563684.0
38.0,563053.0
39.0,561119.0
40.0,563145.0
41.0,564235.0
42.0,562722.0
43.0,564507.0
44.0,564011.0
45.0,563762.0
46.0,561438.0
47.0,563642.0
48.0,564131.0
49.0,562793.0
50.0,561937.0
51.0,563570.0
52.0,563908.0
53.0,564235.0
54.0,562114.0
55.0,563595.0
56.0,563468.0
57.0,401366.0
58.0,215035.0
59.0,207066.0
60.0,214854.0
61.0,205196.0
62.0,209775.0
63.0,207177.0
64.0,216002.0
65.0,100320.0
65.0,100856.0
66.0,209896.0
67.0,202524.0
68.0,207275.0
69.0,209353.0
70.0,208859.0
71.0,207685.0
72.0,205618.0
73.0,206832.0
74.0,206408.0
75.0,206764.0
76.0,207380.0
77.0,210808.0
78.0,206848.0
79.0,208808.0
80.0,204383.0
81.0,210270.0
82.0,208093.0
83.0,216216.0
84.0,200709.0
85.0,212914.0
86.0,203666.0
87.0,214360.0
88.0,211808.0
89.0,214456.0
90.0,210435.0
91.0,209225.0
92.0,211053.0
93.0,210080.0
94.0,212625.0
95.0,207293.0
96.0,212789.0
97.0,205850.0
98.0,214680.0
99.0,205806.0
100.0,217464.0
101.0,206329.0
102.0,212747.0
103.0,196543.0
104.0,207486.0
105.0,203913.0
106.0,206638.0
107.0,206666.0
108.0,204627.0
109.0,208885.0
110.0,212618.0
111.0,211747.0
112.0,105239.0
112.0,105704.0
113.0,216756.0
114.0,207414.0
115.0,213529.0
116.0,207653.0
117.0,53413.0
117.0,161888.0
118.0,208930.0
119.0,214104.0
120.0,208136.0
121.0,210656.0
122.0,213079.0
123.0,218883.0
124.0,217593.0
125.0,217140.0
126.0,219096.0
127.0,213815.0
128.0,218417.0
129.0,212879.0
130.0,222811.0
131.0,208909.0
132.0,215444.0
133.0,210568.0
134.0,219597.0
135.0,220415.0
136.0,217582.0
137.0,219617.0
138.0,217246.0
139.0,218758.0
140.0,206903.0
141.0,220051.0
142.0,208800.0
143.0,217360.0
144.0,207479.0
145.0,211248.0
146.0,207690.0
147.0,212458.0
148.0,213761.0
149.0,213085.0
150.0,217830.0
151.0,209315.0
152.0,214453.0
153.0,207388.0
154.0,213720.0
155.0,52044.0
155.0,157376.0
156.0,215510.0
157.0,201178.0
158.0,214232.0
159.0,202790.0
160.0,214230.0
161.0,214785.0
162.0,212717.0
163.0,217219.0
164.0,218071.0
165.0,218163.0
166.0,210590.0
167.0,217330.0
168.0,213773.0
169.0,222520.0
170.0,208832.0
171.0,214551.0
172.0,214993.0
173.0,217672.0
174.0,216255.0
175.0,216393.0
176.0,219735.0
177.0,215543.0
178.0,108909.0
178.0,109548.0
179.0,208527.0
180.0,220583.0
181.0,207532.0
182.0,216241.0
183.0,209950.0
184.0,211418.0
185.0,213471.0
186.0,218700.0
187.0,221583.0
188.0,216540.0
189.0,220635.0
190.0,209775.0
191.0,221197.0
192.0,211510.0
193.0,219868.0
194.0,204127.0
195.0,218084.0
196.0,217103.0
197.0,218228.0
198.0,217262.0
199.0,212090.0
200.0,218122.0
201.0,212903.0
202.0,222807.0
203.0,216787.0
204.0,226096.0
205.0,213407.0
206.0,223202.0
207.0,220361.0
208.0,220756.0
209.0,223145.0
210.0,217002.0
211.0,223560.0
212.0,216652.0
213.0,222684.0
214.0,211076.0
215.0,222323.0
216.0,223506.0
217.0,221463.0
218.0,222696.0
219.0,216019.0
220.0,223648.0
221.0,212227.0
222.0,217323.0
223.0,211085.0
224.0,217619.0
225.0,215453.0
226.0,214802.0
227.0,214029.0
228.0,211305.0
229.0,212445.0
230.0,218763.0
231.0,219091.0
232.0,214726.0
233.0,217324.0
234.0,208402.0
235.0,216274.0
236.0,207503.0
237.0,216722.0
238.0,213656.0
239.0,217202.0
240.0,219606.0
241.0,215497.0
242.0,219515.0
243.0,212584.0
244.0,222322.0
245.0,213045.0
246.0,223972.0
247.0,219133.0
248.0,221142.0
249.0,220439.0
250.0,218073.0
251.0,219932.0
252.0,219313.0
253.0,225156.0
254.0,212578.0
255.0,223826.0
256.0,215989.0
257.0,221186.0
258.0,219129.0
259.0,222316.0
260.0,225027.0
261.0,211136.0
262.0,108730.0
262.0,109316.0
263.0,209631.0
264.0,219699.0
265.0,209708.0
266.0,216175.0
267.0,213855.0
268.0,215865.0
269.0,217011.0
270.0,217129.0
271.0,217163.0
272.0,213332.0
273.0,216022.0
274.0,211065.0
275.0,216063.0
276.0,209212.0
277.0,220306.0
278.0,208498.0
279.0,215426.0
280.0,214086.0
281.0,221088.0
282.0,222538.0
283.0,219528.0
284.0,223316.0
285.0,216447.0
286.0,223842.0
287.0,211607.0
288.0,223044.0
289.0,222204.0
290.0,221764.0
291.0,222960.0
292.0,219940.0
293.0,221476.0
294.0,217916.0
295.0,225476.0
296.0,214516.0
297.0,221696.0
298.0,217480.0
299.0,219432.0
300.0,215720.0
301.0,211785.0
302.0,214074.0
303.0,213472.0
304.0,109596.0
304.0,109614.0
305.0,213290.0
306.0,222328.0
307.0,214440.0
308.0,221278.0
309.0,220579.0
310.0,217150.0
311.0,220678.0
312.0,215369.0
313.0,220883.0
314.0,211776.0
315.0,224021.0
316.0,208056.0
317.0,218044.0
318.0,211924.0
319.0,227478.0
320.0,225632.0
321.0,225316.0
322.0,227557.0
323.0,222958.0
324.0,229026.0
325.0,212740.0
326.0,228140.0
327.0,223804.0
328.0,221240.0
329.0,223444.0
330.0,219785.0
331.0,226099.0
332.0,216512.0
333.0,226280.0
334.0,214995.0
335.0,227573.0
336.0,227000.0
337.0,222579.0
338.0,223813.0
339.0,214466.0
340.0,223222.0
341.0,211392.0
342.0,218024.0
343.0,213464.0
344.0,217109.0
345.0,220289.0
346.0,216731.0
347.0,219440.0
348.0,212273.0
349.0,220344.0
350.0,213010.0
351.0,224559.0
352.0,213661.0
353.0,222837.0
354.0,223741.0
355.0,218273.0
356.0,222411.0
357.0,226893.0
358.0,229693.0
359.0,221133.0
360.0,229446.0
361.0,220556.0
362.0,230273.0
363.0,229101.0
364.0,223661.0
365.0,228401.0
366.0,218957.0
367.0,229783.0
368.0,224073.0
369.0,230938.0
370.0,231757.0
371.0,228239.0
372.0,231116.0
373.0,223250.0
374.0,228844.0
375.0,221579.0
376.0,220180.0
377.0,222961.0
378.0,220396.0
379.0,224810.0
380.0,221911.0
381.0,225185.0
382.0,215574.0
383.0,221736.0
384.0,221036.0
385.0,218433.0
386.0,219814.0
387.0,225299.0
388.0,229889.0
389.0,217456.0
390.0,224675.0
391.0,215536.0
392.0,224646.0
393.0,223360.0
394.0,223454.0
395.0,233646.0
396.0,224446.0
397.0,234684.0
398.0,225072.0
399.0,232883.0
400.0,232120.0
401.0,229608.0
402.0,232371.0
403.0,222888.0
404.0,230792.0
405.0,228657.0
406.0,233117.0
407.0,233157.0
408.0,226406.0
409.0,236782.0
410.0,219683.0
411.0,233451.0
412.0,230909.0
413.0,224179.0
414.0,230060.0
415.0,217771.0
416.0,228170.0
417.0,220016.0
418.0,228427.0
419.0,224480.0
420.0,223857.0
421.0,227809.0
422.0,217975.0
423.0,227400.0
424.0,219875.0
425.0,227699.0
426.0,226104.0
427.0,225434.0
428.0,227138.0
429.0,220609.0
430.0,226557.0
431.0,220803.0
432.0,234431.0
433.0,228473.0
434.0,231470.0
435.0,231983.0
436.0,229844.0
437.0,236071.0
438.0,224025.0
439.0,232597.0
440.0,229464.0
441.0,228274.0
442.0,231587.0
443.0,227759.0
444.0,236856.0
445.0,227384.0
446.0,233954.0
447.0,232404.0
448.0,226416.0
449.0,233569.0
450.0,223316.0
451.0,229501.0
452.0,229624.0
453.0,225700.0
454.0,228440.0
455.0,225044.0
456.0,230833.0
457.0,222470.0
458.0,228320.0
459.0,227228.0
460.0,225704.0
461.0,227181.0
462.0,224768.0
463.0,230420.0
464.0,222197.0
465.0,227714.0
466.0,228745.0
467.0,225006.0
468.0,236784.0
469.0,229518.0
470.0,235682.0
471.0,226257.0
472.0,233165.0
473.0,231885.0
474.0,224812.0
475.0,235251.0
476.0,226861.0
477.0,232595.0
478.0,227840.0
479.0,230643.0
480.0,231687.0
