time,iops
0.0,559317.0
1.0,564301.0
2.0,563888.0
3.0,561827.0
4.0,563886.0
5.0,563813.0
6.0,563739.0
7.0,561574.0
8.0,563694.0
9.0,562335.0
10.0,563953.0
11.0,561190.0
12.0,562798.0
13.0,564422.0
14.0,563773.0
15.0,560605.0
16.0,563250.0
17.0,563785.0
18.0,563646.0
19.0,560575.0
20.0,563059.0
21.0,563452.0
22.0,563581.0
23.0,558309.0
24.0,557583.0
25.0,556860.0
26.0,557484.0
27.0,555678.0
28.0,556675.0
29.0,557122.0
30.0,557386.0
31.0,556745.0
32.0,560401.0
33.0,563387.0
34.0,561550.0
35.0,563468.0
36.0,563684.0
37.0,563053.0
38.0,561119.0
39.0,563145.0
40.0,564235.0
41.0,562722.0
42.0,564507.0
43.0,564011.0
44.0,563762.0
45.0,561438.0
46.0,563642.0
47.0,564131.0
48.0,562793.0
49.0,561937.0
50.0,563570.0
51.0,563908.0
52.0,564235.0
53.0,562114.0
54.0,563595.0
55.0,563468.0
56.0,401366.0
57.0,215035.0
58.0,207066.0
59.0,214854.0
60.0,205196.0
61.0,209775.0
62.0,207177.0
63.0,216002.0
64.0,201176.0
65.0,209896.0
66.0,202524.0
67.0,207275.0
68.0,209353.0
69.0,208859.0
70.0,207685.0
71.0,205618.0
72.0,206832.0
73.0,206408.0
74.0,206764.0
75.0,207380.0
76.0,210808.0
77.0,206848.0
78.0,208808.0
79.0,204383.0
80.0,210270.0
81.0,208093.0
82.0,216216.0
83.0,200709.0
84.0,212914.0
85.0,203666.0
86.0,214360.0
87.0,211808.0
88.0,214456.0
89.0,210435.0
90.0,209225.0
91.0,211053.0
92.0,210080.0
93.0,212625.0
94.0,207293.0
95.0,212789.0
96.0,205850.0
97.0,214680.0
98.0,205806.0
99.0,217464.0
100.0,206329.0
101.0,212747.0
102.0,196543.0
103.0,207486.0
104.0,203913.0
105.0,206638.0
106.0,206666.0
107.0,204627.0
108.0,208885.0
109.0,212618.0
110.0,211747.0
111.0,210943.0
112.0,216756.0
113.0,207414.0
114.0,213529.0
