latency,cdf
8.1410,1.1525039300384013e-06
8.2150,8.06752751026881e-06
8.2550,1.844006288061442e-05
8.2760,2.6507590390883234e-05
8.2960,4.1490141481382454e-05
8.3190,7.606525938253449e-05
8.3230,8.06752751026881e-05
8.3400,0.00010257284977341772
8.3440,0.00010948787335364814
8.3550,0.00013023294409433936
8.3800,0.0001590455423452994
8.4020,0.00017863810915595221
8.4230,0.00020053568382668186
8.4310,0.00020514569954683545
8.4340,0.00020629820347687385
8.4460,0.00022012825063733466
8.4520,0.0002270432742175651
8.4690,0.0002443308331681411
8.4800,0.0002593133842586403
8.5060,0.00029849851787994597
8.5150,0.0003088710532502916
8.5260,0.0003307686279210212
8.5360,0.0003434461711514436
8.5370,0.0003480561868715972
8.5500,0.00036188623403205807
8.5600,0.00037456377726248046
8.5750,0.00038724132049290286
8.5760,0.0003895463283529797
8.5820,0.0004033763755134405
8.5860,0.0004079863912335941
8.5920,0.0004137489108837861
8.5980,0.0004206639344640165
8.6130,0.0004402565012746693
8.6170,0.00044486651699482296
8.6320,0.000462154075945399
8.6500,0.0004886616663362822
8.6770,0.0005278467999575878
8.6780,0.0005289993038876263
8.6820,0.0005382193353279334
8.6890,0.0005462868628382022
8.6920,0.0005508968785583559
8.6930,0.0005532018864184327
8.6950,0.0005543543903484711
8.6990,0.0005601169099986631
8.7060,0.0005693369414389703
8.7140,0.0005785569728792775
8.7170,0.0005843194925294695
8.7200,0.0005935395239697768
8.7430,0.0006200471143606599
8.7480,0.0006269621379408904
8.7550,0.000631572153661044
8.7600,0.0006396396811713128
8.7630,0.0006442496968914664
8.7670,0.00064885971261162
8.7690,0.000654622232261812
8.7700,0.0006557747361918505
8.7750,0.0006649947676321576
8.7790,0.0006719097912123881
8.7800,0.0006765198069325416
8.7810,0.0006776723108625801
8.8010,0.0007018748933933865
8.8380,0.0007376025152245769
8.8440,0.0007456700427348458
8.8500,0.0007502800584549993
8.8550,0.0007525850663150761
8.8640,0.0007571950820352297
8.8680,0.0007583475859652681
8.9180,0.0007629576016854217
48.8230,0.0007744826409858057
