latency,cdf
56.8680,4.36999717261183e-06
56.8980,5.331396550586432e-06
56.9410,8.652594401771423e-06
56.9580,1.0050993497007207e-05
56.9670,1.0924992931529574e-05
56.9780,1.2323392026765358e-05
57.0000,1.608158959521153e-05
57.0400,2.429718427972177e-05
57.1250,5.6547763413597074e-05
57.1260,5.707216307431049e-05
57.1370,6.065556075585219e-05
57.1830,9.176994062484842e-05
57.2200,0.00012471971930634162
57.2210,0.00012603071845812514
57.2490,0.00015854349742235716
57.3140,0.0002483906392912564
57.3420,0.0003045014029875923
57.4840,0.0007564465105791077
57.5310,0.000983336763781114
57.5750,0.0012476341927806773
57.5850,0.0013255949423400723
57.5920,0.0013623029185900117
57.6070,0.0014774960440600594
57.6210,0.0015793169781819151
57.6250,0.0016094699586729367
57.6320,0.0016460031350359716
57.6370,0.0016817497119079364
57.6820,0.002056171069657318
57.6830,0.0020651732638328982
57.6840,0.0020714660597614593
57.6860,0.0020844012513923905
57.7010,0.002211742969002299
57.7100,0.0022796527250646867
57.7170,0.0023327044907401947
57.7230,0.002399652847424608
57.7430,0.0025763755330850302
57.7670,0.0027851739979924232
57.7810,0.0029138267147541157
57.8030,0.0031092529883133165
57.8160,0.0032081897243012485
57.8530,0.0035377749110596327
57.9220,0.004144330518618154
57.9350,0.004241257055906685
58.0130,0.004883384440450267
58.0260,0.0049947319684084165
58.0360,0.005063777923735684
58.0380,0.005083005911295175
58.0390,0.005093406504565991
58.0450,0.005148118869167092
58.0530,0.005196276238009274
58.1270,0.0057575586748595375
58.1380,0.005830537627642155
58.1440,0.0058856869919605165
58.1640,0.006025963901201356
58.1800,0.0061242014376416696
58.1840,0.006150858420394602
58.1870,0.0061647550114035075
58.1930,0.006193247392968937
58.1960,0.006211426581207002
58.2170,0.0063360589005698915
58.2500,0.0065139177854951925
58.2540,0.006528338776164812
58.2680,0.0065995697300783845
58.2760,0.006630072310343215
58.2820,0.006662060689646734
58.2970,0.0067176470536823565
58.3020,0.006741856838018626
58.3340,0.00684830996914345
58.3470,0.006892971340247543
58.4640,0.007158055368738176
58.4660,0.007160764766985196
58.4710,0.007166183563479234
58.4770,0.007175360557541719
58.4850,0.007188994948720268
58.5370,0.007257866104160631
58.5530,0.007277880691211193
58.5830,0.007306810072493883
58.5890,0.007311267469609947
58.5980,0.007320794063446241
58.6000,0.007323678261580165
58.6100,0.007332942655586102
58.6670,0.007379526825446144
58.7300,0.0074185072002258415
58.7310,0.007418682000112746
58.7340,0.007420604798868695
58.7500,0.007430917992196059
58.8140,0.007460109573309106
58.8190,0.007461944972121603
58.8320,0.00746648976918112
58.8360,0.00746806296816326
58.8500,0.007473132164883489
58.8510,0.007473306964770394
58.8520,0.007473656564544203
58.8840,0.007484843757306089
58.9210,0.007494457751085835
58.9430,0.007500226147353683
59.0110,0.0075135983387018745
59.0380,0.007518754935365557
59.0560,0.007521901333329837
59.0800,0.007525659530898283
59.1240,0.007532301926600654
59.1430,0.007533875125582794
59.1500,0.007534749125017316
59.1810,0.007538769522416119
59.1960,0.007541041920945877
59.2080,0.007542352920097661
59.3200,0.00755441411229407
59.3450,0.0075564243109934705
59.3970,0.007561668307600605
59.3990,0.007561755707544057
59.4040,0.007562192707261319
59.4300,0.007564465105791077
59.4860,0.007570320902002377
59.5290,0.0075739042996839185
59.5310,0.007574166499514275
59.5750,0.007578012097026173
59.6270,0.007582382094198785
59.7000,0.007588937089957703
59.7190,0.007589898489335677
59.7610,0.00759313228724341
59.7850,0.007595229885886264
59.7860,0.007595317285829716
59.8040,0.007596278685207691
59.8140,0.0075969778847553085
59.8680,0.007600473882493398
59.9010,0.0076015226818148245
59.9190,0.007602309281305895
59.9680,0.007606242278761246
59.9830,0.007606854078365411
59.9850,0.007606941478308864
60.0430,0.007610087876273144
60.0580,0.007611136675594571
60.0640,0.007611398875424928
60.0680,0.007611661075255284
60.0920,0.007612098074972546
60.1000,0.007612447674746355
60.1340,0.0076138460738415905
60.1750,0.0076157688725975396
60.2830,0.007619527070165986
60.3750,0.007621974268582648
60.3810,0.007622149068469553
60.4810,0.007623984467282049
60.5010,0.007624508866942763
60.5180,0.007624683666829667
60.5290,0.007624858466716572
60.5620,0.00762555766626419
60.5840,0.0076261694658683555
60.8800,0.007630539463040967
60.8980,0.007630976462758229
60.9220,0.007631326062532038
61.1000,0.0076337732609487
61.2310,0.007635696059704649
61.2420,0.007635958259535006
61.2950,0.0076371818587433376
61.5360,0.007640240856764166
61.7970,0.007643649454558803
61.8100,0.007644086454276064
61.8640,0.0076453100534843955
61.8720,0.007645397453427847
62.1930,0.00764976745060046
62.5530,0.007654224847716523
62.7950,0.007656497246246282
62.8230,0.007656934245963543
62.9000,0.007657720845454613
62.9220,0.007658507444945683
63.2630,0.007660779843475441
63.3120,0.00766112944324925
63.4790,0.0076621782425706775
63.7950,0.007664887640817696
