time,iops
397.0,228848.0
398.0,216955.0
399.0,227265.0
400.0,219116.0
401.0,230000.0
402.0,228792.0
403.0,221980.0
404.0,225324.0
405.0,218036.0
406.0,230896.0
407.0,221154.0
408.0,227266.0
409.0,226392.0
410.0,222732.0
411.0,225097.0
412.0,217707.0
413.0,230003.0
414.0,221677.0
415.0,233129.0
416.0,230795.0
417.0,230868.0
418.0,233492.0
419.0,226820.0
420.0,236412.0
421.0,225252.0
422.0,231769.0
423.0,232056.0
424.0,227157.0
425.0,235240.0
426.0,226484.0
427.0,234080.0
428.0,234404.0
429.0,231415.0
430.0,234905.0
431.0,226592.0
432.0,237304.0
433.0,221188.0
434.0,227404.0
435.0,234140.0
436.0,224871.0
437.0,230634.0
438.0,218662.0
439.0,230484.0
440.0,223826.0
441.0,233456.0
442.0,230008.0
443.0,224379.0
444.0,229424.0
445.0,219346.0
446.0,228450.0
447.0,226755.0
448.0,232557.0
449.0,231126.0
450.0,224228.0
451.0,230480.0
452.0,224223.0
453.0,232005.0
454.0,233576.0
455.0,231176.0
456.0,234516.0
457.0,224700.0
458.0,236247.0
459.0,222757.0
460.0,233468.0
461.0,233259.0
462.0,231940.0
463.0,234272.0
464.0,221760.0
465.0,227684.0
466.0,230052.0
467.0,236040.0
468.0,235425.0
469.0,229034.0
470.0,231662.0
471.0,218800.0
472.0,229243.0
473.0,227158.0
474.0,226674.0
475.0,228892.0
476.0,223088.0
477.0,233788.0
478.0,222121.0
479.0,228475.0
480.0,225496.0
481.0,223196.0
482.0,228156.0
483.0,223948.0
484.0,231971.0
485.0,221101.0
486.0,228247.0
487.0,225836.0
488.0,227708.0
489.0,237440.0
490.0,230251.0
491.0,235856.0
492.0,230344.0
493.0,232708.0
494.0,234796.0
495.0,227144.0
496.0,237916.0
497.0,224358.0
498.0,235454.0
499.0,233515.0
500.0,227901.0
501.0,237042.0
502.0,226564.0
503.0,233577.0
504.0,233508.0
505.0,231016.0
506.0,228142.0
507.0,219623.0
508.0,227853.0
509.0,219332.0
510.0,228808.0
511.0,230208.0
512.0,224000.0
513.0,233223.0
514.0,227868.0
515.0,233244.0
516.0,220980.0
517.0,228679.0
518.0,227568.0
519.0,228252.0
520.0,230048.0
521.0,225436.0
522.0,226756.0
523.0,219664.0
524.0,231252.0
525.0,234228.0
526.0,233436.0
527.0,235620.0
528.0,229000.0
529.0,236586.0
530.0,232110.0
531.0,232090.0
532.0,234196.0
533.0,231104.0
534.0,237036.0
535.0,231176.0
536.0,237996.0
537.0,239336.0
538.0,230208.0
539.0,239892.0
540.0,224890.0
541.0,237129.0
542.0,232448.0
543.0,229519.0
544.0,233536.0
545.0,225050.0
546.0,231245.0
547.0,228448.0
548.0,227928.0
549.0,234328.0
550.0,225808.0
551.0,234948.0
552.0,220704.0
553.0,227764.0
554.0,226300.0
555.0,228428.0
556.0,232420.0
557.0,226756.0
558.0,233598.0
559.0,219706.0
560.0,236088.0
561.0,236504.0
562.0,235592.0
563.0,239518.0
564.0,229080.0
565.0,237628.0
566.0,234900.0
567.0,236673.0
568.0,238447.0
569.0,233106.0
570.0,237817.0
571.0,236643.0
572.0,233944.0
573.0,237967.0
574.0,231336.0
575.0,236556.0
576.0,230531.0
577.0,235649.0
578.0,232223.0
579.0,227448.0
580.0,235944.0
581.0,225969.0
582.0,236234.0
583.0,231172.0
584.0,228046.0
585.0,233582.0
586.0,227920.0
587.0,232916.0
588.0,229325.0
589.0,234762.0
590.0,237948.0
591.0,230829.0
592.0,237120.0
593.0,221712.0
594.0,234068.0
595.0,234360.0
596.0,235020.0
597.0,239230.0
598.0,230706.0
599.0,237644.0
600.0,239184.0
601.0,235728.0
602.0,238312.0
603.0,229837.0
604.0,238084.0
605.0,237570.0
606.0,232371.0
607.0,239208.0
608.0,230620.0
609.0,240052.0
610.0,237460.0
611.0,238886.0
612.0,240074.0
613.0,224451.0
614.0,233820.0
615.0,229888.0
616.0,229784.0
617.0,234408.0
618.0,233064.0
619.0,238167.0
620.0,225825.0
621.0,235292.0
622.0,231176.0
623.0,229240.0
624.0,232648.0
625.0,228782.0
626.0,234816.0
627.0,233888.0
628.0,232118.0
629.0,231172.0
630.0,231388.0
631.0,242740.0
632.0,233692.0
633.0,239528.0
634.0,239584.0
635.0,231416.0
636.0,241580.0
637.0,232440.0
638.0,240316.0
639.0,239700.0
640.0,229936.0
641.0,241852.0
642.0,233180.0
643.0,240636.0
644.0,238340.0
645.0,236579.0
646.0,244496.0
647.0,231936.0
648.0,239568.0
649.0,239903.0
650.0,233484.0
651.0,237996.0
652.0,227221.0
653.0,234619.0
654.0,235376.0
655.0,237628.0
656.0,237740.0
657.0,228492.0
658.0,239140.0
659.0,233120.0
660.0,231532.0
661.0,234447.0
662.0,230413.0
663.0,233123.0
664.0,230717.0
665.0,237342.0
666.0,243944.0
667.0,234884.0
668.0,241512.0
669.0,241307.0
670.0,239748.0
671.0,241194.0
672.0,230878.0
673.0,242460.0
674.0,241390.0
675.0,241221.0
676.0,242816.0
677.0,232407.0
678.0,242780.0
679.0,242840.0
680.0,237840.0
681.0,243214.0
682.0,231014.0
683.0,237204.0
684.0,238464.0
685.0,232998.0
686.0,235483.0
687.0,225615.0
688.0,232460.0
689.0,232130.0
690.0,235443.0
691.0,234100.0
692.0,233908.0
693.0,236940.0
694.0,228254.0
695.0,236621.0
696.0,234576.0
697.0,232801.0
698.0,238887.0
699.0,228283.0
700.0,242241.0
701.0,242140.0
702.0,237836.0
703.0,244461.0
704.0,232765.0
705.0,243392.0
706.0,244790.0
707.0,232636.0
708.0,242498.0
709.0,232787.0
710.0,242488.0
711.0,245292.0
712.0,237092.0
713.0,244499.0
714.0,234511.0
715.0,245369.0
716.0,244844.0
717.0,234856.0
718.0,236451.0
719.0,227511.0
720.0,236361.0
721.0,237264.0
722.0,233744.0
723.0,237728.0
724.0,233812.0
725.0,239643.0
726.0,238007.0
727.0,227879.0
728.0,238584.0
729.0,230712.0
730.0,239649.0
731.0,238083.0
732.0,230960.0
733.0,239111.0
734.0,229901.0
735.0,245099.0
736.0,246176.0
737.0,236588.0
738.0,245808.0
739.0,232780.0
740.0,245592.0
741.0,245691.0
742.0,238389.0
743.0,246536.0
744.0,236520.0
745.0,241808.0
746.0,244108.0
747.0,238580.0
748.0,244492.0
749.0,244092.0
750.0,241488.0
751.0,245304.0
752.0,228412.0
753.0,243300.0
754.0,241600.0
755.0,242086.0
756.0,241878.0
757.0,229508.0
758.0,239760.0
759.0,238218.0
760.0,240174.0
761.0,240628.0
762.0,234280.0
763.0,242755.0
764.0,239084.0
765.0,236496.0
766.0,240883.0
767.0,230769.0
768.0,240672.0
769.0,244553.0
770.0,239642.0
771.0,244892.0
772.0,235804.0
773.0,247192.0
774.0,245911.0
775.0,236609.0
776.0,247080.0
777.0,238568.0
778.0,243928.0
779.0,246422.0
780.0,238634.0
781.0,245396.0
782.0,242372.0
783.0,238076.0
784.0,245432.0
785.0,231344.0
786.0,238584.0
787.0,238648.0
788.0,237812.0
789.0,240251.0
790.0,232000.0
791.0,243575.0
792.0,241011.0
793.0,242568.0
794.0,244956.0
795.0,235187.0
796.0,244225.0
797.0,240959.0
798.0,235311.0
799.0,243574.0
800.0,233350.0
801.0,244612.0
802.0,240168.0
803.0,240220.0
804.0,244676.0
805.0,237732.0
806.0,246624.0
807.0,246870.0
808.0,238117.0
809.0,246124.0
810.0,243302.0
811.0,240479.0
812.0,247717.0
813.0,235717.0
814.0,247096.0
815.0,245688.0
816.0,236700.0
817.0,248056.0
818.0,239808.0
819.0,244979.0
820.0,241370.0
821.0,229242.0
822.0,241332.0
823.0,227181.0
824.0,240479.0
825.0,240900.0
826.0,240140.0
827.0,242864.0
828.0,231662.0
829.0,235924.0
830.0,239014.0
831.0,236238.0
832.0,243103.0
833.0,236224.0
834.0,238959.0
835.0,241073.0
836.0,232419.0
837.0,250260.0
838.0,242136.0
839.0,247784.0
840.0,249636.0
841.0,235972.0
842.0,249187.0
843.0,244720.0
844.0,245642.0
845.0,248354.0
846.0,240467.0
847.0,246412.0
848.0,247588.0
849.0,237104.0
850.0,246385.0
851.0,248077.0
852.0,245736.0
853.0,244312.0
854.0,232504.0
855.0,243325.0
856.0,243008.0
857.0,243660.0
858.0,245708.0
859.0,233166.0
860.0,244404.0
861.0,245700.0
862.0,237416.0
863.0,245894.0
864.0,238438.0
865.0,244576.0
866.0,242324.0
867.0,234119.0
868.0,242863.0
869.0,243265.0
870.0,247608.0
871.0,247724.0
872.0,236138.0
873.0,247192.0
874.0,245982.0
875.0,243992.0
876.0,247556.0
877.0,239724.0
878.0,246472.0
879.0,246592.0
880.0,240679.0
881.0,246705.0
882.0,245688.0
883.0,244794.0
884.0,250717.0
885.0,233178.0
886.0,246706.0
887.0,243210.0
888.0,237298.0
889.0,245993.0
890.0,228750.0
891.0,246288.0
892.0,243724.0
893.0,238682.0
894.0,245986.0
895.0,234762.0
896.0,241440.0
897.0,242682.0
898.0,235219.0
899.0,241423.0
